Credit Score,Geography,Gender,Age,Customer Since,Current Account,Num of products,UPI Enabled,Estimated Yearly Income,Closed
592,Bengaluru,Female,57,6,0,4,1,529626,0
561,Bengaluru,Female,45,6,0,4,0,40871,0
548,Mumbai,Male,44,8,956851.8297,2,1,124439,0
524,Bengaluru,Female,53,4,805608.4012,2,1,430612,1
617,Delhi,Male,39,4,0,4,0,274986,0
587,Delhi,Male,41,2,0,4,1,293102,0
568,Bengaluru,Female,74,5,1803287.877,4,1,198774,1
638,Bengaluru,Female,44,4,1809953.022,2,0,465556,0
546,Mumbai,Female,30,7,1525419.21,4,1,343638,0
543,Bengaluru,Male,44,5,1943916.141,2,1,202648,1
611,Mumbai,Female,62,2,1156826.365,2,1,211533,1
614,Bengaluru,Female,44,8,2022670.733,2,1,220328,0
406,Mumbai,Male,70,4,1641528.882,4,1,337739,0
411,Mumbai,Female,51,5,1647067.693,2,0,376909,0
386,Bengaluru,Male,32,8,0,4,0,173044,0
479,Mumbai,Female,70,6,1527106.327,2,1,178520,1
560,Delhi,Male,24,3,0,4,1,279999,0
468,Bengaluru,Female,41,1,0,2,0,259108,0
516,Bengaluru,Male,42,6,509762.6593,4,1,504988,0
517,Delhi,Female,34,1,0,4,1,370926,0
469,Delhi,Female,65,2,1213971.284,4,1,45603,0
523,Delhi,Male,39,5,0,4,1,113840,0
455,Bengaluru,Female,35,8,1959177.988,2,1,283741,0
621,Delhi,Female,42,7,0,4,1,2558,0
641,Mumbai,Male,50,5,1843370.989,4,1,177394,0
497,Bengaluru,Male,47,2,1625756.455,2,1,255363,0
529,Bengaluru,Female,79,7,0,4,1,282000,0
432,Mumbai,Male,34,6,1479147.086,2,1,324693,1
502,Bengaluru,Female,32,3,1729361.18,2,1,391634,0
453,Delhi,Female,59,8,0,4,1,507129,0
585,Bengaluru,Male,22,6,1435975.123,2,1,486315,0
609,Bengaluru,Male,48,2,1075753.344,2,1,194911,0
677,Delhi,Male,38,5,1835418.268,4,0,401417,0
542,Bengaluru,Male,36,2,1993006.8,2,1,154555,0
498,Delhi,Female,36,4,750794.4429,2,1,24587,1
640,Bengaluru,Female,64,0,595530.6203,2,0,390532,0
363,Delhi,Male,54,8,1614221.285,2,1,351414,1
472,Mumbai,Male,41,3,828906.4237,2,1,33152,0
508,Mumbai,Male,47,3,2041223.08,4,1,286617,0
492,Delhi,Female,45,8,1289338.211,4,1,378157,0
540,Mumbai,Female,26,5,2454501.684,4,1,295927,0
593,Delhi,Male,30,0,0,4,1,85388,1
609,Bengaluru,Male,28,8,0,4,1,363672,0
491,Delhi,Female,32,5,1687629.166,4,1,52832,0
539,Bengaluru,Female,34,3,0,4,0,75979,0
528,Bengaluru,Male,50,6,0,4,0,62946,0
515,Mumbai,Female,47,4,993336.1673,4,1,321327,0
535,Delhi,Female,62,2,0,4,1,142849,0
382,Delhi,Male,34,5,0,2,1,400602,1
453,Delhi,Female,41,1,1414710.307,2,1,269636,0
383,Bengaluru,Female,50,3,2310352.634,2,1,522027,0
383,Bengaluru,Female,39,1,1150392.095,2,0,16336,0
554,Bengaluru,Female,41,4,1900636.94,2,1,507265,0
609,Mumbai,Female,89,5,2635459.486,4,1,535447,0
549,Delhi,Male,47,7,887742.4716,2,1,391205,1
581,Mumbai,Female,31,5,1095108.436,2,1,190634,0
570,Mumbai,Male,32,4,1468062.517,2,1,368282,0
514,Mumbai,Male,35,2,1985642.475,4,1,495884,0
435,Bengaluru,Male,38,6,1553472.994,4,1,192280,0
692,Mumbai,Female,45,3,1603456.528,4,1,329822,0
573,Delhi,Male,42,8,2141896.235,2,1,370121,0
591,Delhi,Male,28,6,1591368.045,2,0,216367,0
545,Bengaluru,Male,39,3,1259930.318,4,1,478450,0
568,Bengaluru,Female,42,4,1180353.371,4,0,68544,0
454,Mumbai,Female,27,1,2021626.335,4,1,66883,0
650,Bengaluru,Male,22,7,2479888.028,4,0,527786,0
527,Mumbai,Male,47,4,1866272.646,2,1,1830,1
528,Delhi,Female,41,7,0,4,1,442945,0
515,Mumbai,Female,32,2,1360912.441,4,1,382791,0
431,Delhi,Male,22,6,0,4,1,285411,0
596,Bengaluru,Male,24,3,2254672.534,2,1,26350,0
443,Bengaluru,Female,85,8,1426415.159,2,1,340676,0
496,Delhi,Female,67,8,0,2,1,423697,0
589,Bengaluru,Female,30,8,0,4,1,274642,0
631,Bengaluru,Female,50,5,1762891.844,4,0,514651,0
561,Delhi,Male,30,4,1132674.43,2,1,16795,1
583,Bengaluru,Female,59,6,1590346.981,2,1,465644,0
626,Bengaluru,Male,26,8,0,4,0,514886,0
555,Delhi,Male,77,0,1571937.097,2,0,232349,0
468,Bengaluru,Female,56,1,0,4,1,180825,0
645,Bengaluru,Female,45,3,1828987.244,2,0,230141,0
557,Mumbai,Male,72,3,1654469.467,5,1,220814,1
592,Bengaluru,Female,42,0,0,4,1,197827,0
555,Bengaluru,Male,27,0,1374903.672,2,0,306531,0
410,Bengaluru,Male,101,7,0,2,1,94787,0
680,Delhi,Male,48,6,2047256.504,2,1,427514,0
357,Mumbai,Female,34,7,878448.6192,2,1,123121,0
386,Bengaluru,Female,27,5,0,4,0,417802,0
635,Bengaluru,Female,31,8,0,4,0,471519,0
364,Bengaluru,Male,53,4,1038767.907,2,1,206607,0
657,Mumbai,Female,45,3,1597901.284,2,0,469725,0
469,Bengaluru,Female,70,8,0,4,1,258781,0
431,Delhi,Female,39,4,0,4,1,513141,0
439,Mumbai,Female,50,1,2545653.408,2,1,287721,0
692,Delhi,Female,36,3,1212826.116,4,1,374096,0
574,Delhi,Male,23,4,0,4,1,200370,0
559,Bengaluru,Male,80,6,909745.5402,2,1,359756,1
585,Bengaluru,Female,35,8,1982026.12,2,1,211295,0
524,Delhi,Female,69,5,0,2,0,231852,0
644,Mumbai,Male,31,4,1325806.86,2,1,51844,1
573,Mumbai,Male,45,1,1604988.406,2,1,319222,1
566,Mumbai,Female,44,5,1906976.405,2,1,21970,0
423,Delhi,Male,39,4,1456648.057,2,1,247355,0
627,Delhi,Male,72,2,0,2,1,69106,1
425,Bengaluru,Male,48,6,0,4,0,484350,0
592,Mumbai,Female,20,7,2101282.249,2,1,447405,0
470,Bengaluru,Male,32,7,1088751.718,4,0,346411,0
644,Mumbai,Female,39,4,1692373.888,2,1,498427,1
548,Delhi,Female,47,1,1554763.065,2,1,8929,0
554,Bengaluru,Female,38,3,0,4,0,152928,0
420,Mumbai,Male,57,8,1666495.04,2,0,409919,1
476,Bengaluru,Male,39,2,0,4,1,270206,1
461,Bengaluru,Male,44,1,1625728.919,4,1,295469,0
557,Bengaluru,Female,54,5,2007832.206,2,1,502966,0
464,Delhi,Female,38,8,0,4,0,502451,0
617,Mumbai,Female,36,0,1680757.423,4,1,72897,0
631,Delhi,Female,59,4,2553408.856,4,0,137454,1
515,Bengaluru,Male,53,6,0,4,1,81542,0
574,Bengaluru,Male,39,4,0,2,1,367114,1
539,Bengaluru,Male,42,5,0,4,1,140360,0
482,Bengaluru,Female,98,4,0,4,0,46615,0
553,Delhi,Female,41,6,0,4,1,55096,0
540,Bengaluru,Male,34,6,1270924.91,2,1,367604,0
692,Delhi,Female,45,0,1898506.712,2,1,254115,0
434,Delhi,Female,44,1,1785490.43,4,0,419076,0
544,Mumbai,Male,39,4,1336507.262,4,1,479390,0
518,Bengaluru,Male,59,6,1708972.816,4,1,361675,1
692,Mumbai,Female,35,8,1898465.993,4,1,409493,0
623,Delhi,Female,41,4,878192.8426,2,0,421474,0
662,Mumbai,Female,31,1,1728727.66,4,1,404658,0
422,Bengaluru,Female,41,8,0,4,0,398818,0
408,Bengaluru,Female,42,4,0,4,0,34167,0
522,Delhi,Female,27,7,1940533.999,2,1,505226,0
541,Delhi,Male,50,2,2155361.876,4,0,429538,1
512,Delhi,Male,53,5,1619608.883,4,0,216674,0
548,Delhi,Female,45,7,1834898.048,2,1,302666,0
430,Bengaluru,Female,38,1,1620513.454,2,1,484303,0
518,Mumbai,Male,31,3,1163610.21,2,0,361452,0
623,Mumbai,Male,30,3,657239.0172,4,1,36118,0
499,Mumbai,Female,44,8,717715.3063,2,1,215260,1
631,Bengaluru,Male,34,4,0,4,1,253841,0
573,Bengaluru,Male,54,5,0,2,1,377384,0
536,Bengaluru,Female,19,7,0,4,0,308430,0
557,Mumbai,Female,32,3,1059223.632,2,0,172837,0
476,Bengaluru,Female,41,6,0,4,1,258321,0
504,Mumbai,Male,65,7,1595931.603,2,0,65495,0
500,Mumbai,Female,45,4,1416064.065,4,1,142928,0
663,Bengaluru,Female,54,6,0,2,0,144897,1
620,Delhi,Male,39,3,1516989.591,5,1,129086,1
624,Bengaluru,Male,53,2,2086411.452,2,1,375126,0
521,Delhi,Male,56,7,0,4,1,243964,0
411,Bengaluru,Male,41,2,901140.1551,2,0,477070,1
477,Bengaluru,Male,51,7,1738776.452,2,1,183698,1
577,Delhi,Male,54,2,0,4,0,446382,0
619,Delhi,Male,35,4,1260727.762,4,1,486657,0
601,Bengaluru,Male,41,0,0,4,0,365674,0
483,Mumbai,Male,27,5,1781685.807,4,0,359500,0
593,Mumbai,Female,41,7,2093349.975,4,1,485309,0
519,Bengaluru,Female,41,5,2747169.46,2,0,128859,1
500,Mumbai,Male,53,5,1506524.791,2,1,366018,1
505,Bengaluru,Male,91,3,0,4,1,119147,0
436,Bengaluru,Female,45,4,0,4,1,74388,0
537,Delhi,Male,50,4,0,5,1,517874,1
533,Mumbai,Female,91,5,2012980.887,2,1,512337,0
413,Bengaluru,Male,36,1,1420280.108,2,0,391556,0
427,Bengaluru,Male,77,5,558402.6384,2,1,228346,1
482,Bengaluru,Male,44,7,1515805.286,4,0,53073,0
435,Delhi,Female,75,1,0,4,1,32276,1
487,Mumbai,Male,28,8,2426310.936,2,1,230520,0
520,Mumbai,Male,48,4,1184021.771,2,1,547888,0
645,Bengaluru,Female,84,4,1264123.384,4,1,219933,0
461,Bengaluru,Female,41,6,0,4,0,10675,0
655,Mumbai,Male,54,8,1471482.476,2,1,519004,1
519,Bengaluru,Female,38,5,1438054.572,2,1,267834,0
431,Delhi,Male,45,2,942595.5969,2,1,336796,0
575,Bengaluru,Male,75,3,1242257.985,2,1,314185,0
525,Mumbai,Female,51,8,1868830.005,2,1,30968,1
397,Delhi,Male,45,8,1876328.695,2,0,34085,0
553,Bengaluru,Female,59,7,0,4,1,63962,0
541,Mumbai,Male,64,8,1374199.289,4,0,3049,1
501,Mumbai,Male,30,8,1287051.046,2,0,81745,1
495,Delhi,Female,59,6,840809.9533,2,1,344571,0
692,Delhi,Female,42,4,1818422.892,2,1,79088,0
439,Bengaluru,Female,32,0,0,4,1,441059,0
609,Bengaluru,Male,27,5,0,4,0,95754,0
565,Delhi,Female,74,7,1467219.498,2,1,322492,0
586,Delhi,Female,20,2,1580929.165,2,1,495123,0
559,Mumbai,Male,31,4,886329.2795,2,1,334629,1
636,Mumbai,Female,50,6,1634981.571,2,1,109128,0
581,Bengaluru,Male,34,4,1613845.319,2,1,292168,0
490,Bengaluru,Male,31,3,1033102.277,4,1,171207,0
559,Bengaluru,Male,27,5,0,4,1,90166,0
559,Delhi,Male,62,4,0,4,1,302014,0
445,Delhi,Male,22,6,1889071.435,2,1,323693,0
535,Bengaluru,Female,26,3,0,4,0,476591,0
580,Bengaluru,Male,35,1,1479823.937,2,0,409767,1
613,Bengaluru,Female,36,4,1570382.246,4,1,226916,0
479,Delhi,Female,42,2,0,4,0,514587,0
479,Bengaluru,Female,41,1,1219406.418,2,1,186515,0
462,Bengaluru,Male,44,3,1745492.208,2,0,341073,0
339,Mumbai,Male,48,8,1564082.692,4,1,269331,0
596,Mumbai,Female,47,4,1623166.774,4,1,139138,0
412,Bengaluru,Female,41,4,0,4,1,450028,0
546,Delhi,Female,44,0,1091857.406,4,1,9994,0
566,Bengaluru,Male,50,6,1551845.804,2,0,127059,0
518,Delhi,Female,42,1,1447756.668,2,1,143798,0
549,Bengaluru,Male,61,0,0,2,1,220548,1
493,Bengaluru,Female,47,4,0,4,1,194253,0
525,Mumbai,Female,26,1,2173879.577,4,1,255005,0
497,Bengaluru,Female,85,8,0,4,1,145971,0
562,Bengaluru,Female,44,1,0,4,0,122344,0
534,Bengaluru,Male,56,4,1419457.984,4,1,380424,0
461,Bengaluru,Female,77,3,0,4,1,70808,1
483,Mumbai,Female,44,5,663493.4066,4,1,39635,0
446,Bengaluru,Female,74,5,846061.271,2,1,365872,0
617,Delhi,Female,80,2,0,4,1,120505,0
493,Bengaluru,Male,98,7,0,4,1,465066,0
477,Delhi,Female,48,3,673026.8273,2,1,229472,0
402,Bengaluru,Female,94,8,1101759.759,2,1,67098,0
487,Delhi,Female,38,2,1229016.79,2,0,542571,0
454,Bengaluru,Female,34,6,0,2,1,543226,0
634,Bengaluru,Female,28,1,0,4,1,522277,0
587,Delhi,Male,62,4,1730771.808,2,1,351418,0
687,Bengaluru,Female,44,6,1388611.155,2,1,326955,0
482,Delhi,Female,34,6,1365495.318,2,0,120338,0
589,Mumbai,Female,38,5,1498608.294,4,0,430531,0
572,Bengaluru,Female,30,8,0,4,0,5894,0
692,Bengaluru,Female,47,5,0,2,1,375317,1
626,Bengaluru,Male,28,2,0,2,1,158571,0
420,Bengaluru,Female,56,2,0,4,1,463369,0
461,Mumbai,Female,22,6,1953066.827,4,1,280138,0
459,Bengaluru,Female,47,4,0,2,1,234135,1
621,Bengaluru,Male,23,2,0,4,1,421892,0
466,Delhi,Female,34,4,1175804.755,2,0,328773,0
527,Bengaluru,Male,18,1,0,4,0,60556,0
435,Bengaluru,Male,23,4,1281461.358,2,0,438858,0
387,Bengaluru,Male,47,4,0,4,0,500150,0
632,Bengaluru,Male,50,4,1998325.944,2,1,106359,0
349,Bengaluru,Female,24,4,1139060.224,2,1,126501,0
389,Bengaluru,Female,39,1,1088781.565,2,1,489407,0
448,Bengaluru,Female,34,1,0,4,1,507159,0
427,Mumbai,Male,42,8,1652692.883,4,1,492170,0
566,Delhi,Female,30,7,0,2,0,484167,0
627,Delhi,Female,64,4,1789218.651,5,1,417770,1
614,Bengaluru,Male,54,5,0,2,1,202424,1
565,Bengaluru,Female,57,4,0,4,1,541197,0
541,Bengaluru,Male,70,7,1803781.078,2,1,256915,0
540,Delhi,Female,48,6,1584732.164,2,1,451866,0
548,Bengaluru,Female,87,0,0,2,1,234896,0
461,Bengaluru,Male,48,8,1830261.092,2,1,389083,1
570,Bengaluru,Male,39,2,0,4,1,180187,0
509,Mumbai,Male,57,2,1254294.07,2,0,456116,1
571,Bengaluru,Female,54,8,829117.5623,2,1,468553,0
570,Bengaluru,Female,36,8,1997947.721,2,1,522246,0
631,Bengaluru,Male,31,6,2553895.756,4,1,317324,0
505,Bengaluru,Male,31,3,0,4,0,420270,0
470,Delhi,Male,53,7,1454621.669,2,0,349348,0
531,Delhi,Female,30,7,2163466.236,4,1,543177,0
529,Mumbai,Male,56,8,2024283.396,4,1,484685,0
618,Bengaluru,Male,36,8,2230375.243,4,0,256288,0
396,Delhi,Female,24,1,0,2,1,270704,0
495,Mumbai,Male,53,4,1630266.788,2,0,362823,1
601,Delhi,Female,18,4,1047275.714,2,1,528812,0
482,Mumbai,Female,41,2,1279557.753,4,1,295762,0
644,Bengaluru,Female,38,1,0,2,0,236532,0
537,Bengaluru,Male,44,4,1373559.263,4,1,536753,0
565,Delhi,Female,44,6,1553071.268,2,1,310920,0
577,Bengaluru,Female,61,4,2119109.439,4,1,106291,0
443,Delhi,Male,67,8,0,2,1,344376,1
661,Mumbai,Female,32,1,1468709.657,2,0,235101,0
411,Mumbai,Male,26,4,1433577.349,4,1,347215,0
532,Bengaluru,Male,30,6,0,4,1,414583,0
662,Bengaluru,Male,59,6,0,4,1,364043,0
527,Bengaluru,Male,62,8,1245236.471,2,1,519318,0
433,Bengaluru,Female,50,1,2203022.399,2,1,276677,1
548,Bengaluru,Female,56,2,2489425.229,2,1,247106,1
692,Bengaluru,Female,41,6,0,2,1,111821,0
505,Delhi,Female,34,2,2344684.294,4,1,370349,0
644,Bengaluru,Female,30,4,0,2,1,477925,0
568,Bengaluru,Female,41,2,935331.5347,4,1,255488,0
405,Mumbai,Female,54,6,1351475.486,4,0,454787,0
453,Bengaluru,Male,47,8,1692912.624,2,0,49298,0
539,Bengaluru,Female,44,0,1288603.46,2,0,492715,0
548,Bengaluru,Male,20,8,1530233.33,4,1,93056,0
578,Mumbai,Male,24,6,1254141.782,4,1,474750,0
395,Bengaluru,Female,48,2,1209348.357,4,1,34815,0
494,Bengaluru,Female,39,2,0,4,1,312863,0
614,Delhi,Female,45,6,2179051.051,4,1,366045,1
535,Bengaluru,Male,30,6,0,4,0,14186,0
645,Mumbai,Male,38,4,1657371.439,2,1,392775,0
567,Mumbai,Male,59,2,1334257.186,4,1,284791,0
531,Bengaluru,Female,28,8,1321034.405,4,0,121747,0
635,Delhi,Male,31,5,1185959.05,2,0,307417,0
494,Mumbai,Female,45,2,967874.9943,4,1,334111,0
467,Delhi,Female,41,1,0,4,0,196472,0
431,Delhi,Female,53,5,0,4,0,153139,0
644,Bengaluru,Female,32,1,1647761.211,2,1,311118,0
534,Bengaluru,Female,53,8,1928873.314,2,0,349177,0
426,Delhi,Male,41,7,1423989.815,2,0,36159,0
462,Bengaluru,Male,53,6,0,4,0,170886,1
545,Mumbai,Male,50,4,483283.4497,5,1,274872,0
410,Bengaluru,Female,50,3,1779447.408,4,0,370369,0
552,Delhi,Female,30,4,1843676.742,2,1,148346,0
592,Bengaluru,Male,56,2,1359602.459,2,1,55556,1
571,Bengaluru,Male,47,1,1261263.731,2,0,26611,1
671,Mumbai,Female,42,5,1495562.214,2,0,143297,0
577,Mumbai,Female,38,4,2013189.198,4,1,58966,0
527,Mumbai,Female,36,6,1785852.104,4,0,470343,0
563,Bengaluru,Male,41,4,0,2,1,508462,1
383,Delhi,Male,30,4,0,4,1,61255,0
502,Delhi,Female,44,6,0,2,1,74632,0
427,Bengaluru,Female,27,6,2106622.103,2,1,173152,0
594,Delhi,Female,26,4,2354773.537,2,1,154274,0
514,Bengaluru,Male,20,1,0,4,1,230171,0
692,Delhi,Female,61,7,0,2,0,70874,1
461,Mumbai,Male,39,1,1578280.945,2,1,181502,1
682,Bengaluru,Male,38,7,0,4,1,75270,0
471,Bengaluru,Male,54,2,0,4,0,31548,0
571,Mumbai,Male,23,6,1186198.53,2,1,313997,0
527,Bengaluru,Male,44,2,0,4,0,26170,0
553,Delhi,Male,47,6,0,4,1,448669,0
573,Delhi,Female,44,5,1311184.76,2,1,476120,0
503,Bengaluru,Male,56,5,2045678.407,2,1,330612,1
474,Mumbai,Female,28,4,1298731.044,4,1,536274,0
386,Delhi,Female,42,3,0,4,0,156652,0
348,Bengaluru,Male,82,1,1327955.895,2,0,159957,0
550,Bengaluru,Female,31,4,1879235.563,2,1,99241,0
571,Bengaluru,Female,42,8,2051205.367,2,1,259541,0
509,Bengaluru,Male,54,3,0,2,1,505430,1
427,Delhi,Male,79,6,0,4,0,460389,0
334,Bengaluru,Male,39,6,1481298.142,2,1,300653,0
635,Bengaluru,Female,44,2,1491610.753,2,0,179822,1
557,Delhi,Male,41,4,0,2,1,320668,0
352,Mumbai,Male,54,3,1367883.278,2,1,117941,1
505,Mumbai,Female,57,6,1321987.874,2,1,183020,0
566,Delhi,Female,79,7,1032685.087,2,1,539361,0
441,Delhi,Female,69,7,1296542.985,2,0,386126,1
440,Bengaluru,Female,45,6,0,4,1,54312,0
692,Mumbai,Female,70,0,1185194.165,2,1,229098,1
296,Delhi,Male,30,5,1973122.87,5,1,275670,1
460,Mumbai,Male,57,8,1862503.092,2,1,454401,1
657,Bengaluru,Female,50,6,1499251.1,2,1,70923,0
574,Bengaluru,Male,34,3,1524346.37,2,0,500099,0
535,Mumbai,Male,34,3,1746364.571,2,0,400946,1
569,Delhi,Female,57,1,0,4,0,82517,0
498,Bengaluru,Male,84,2,1635737.298,2,0,404252,0
510,Delhi,Male,70,5,0,2,0,251912,1
475,Mumbai,Male,32,7,1396908.491,2,1,487067,1
624,Bengaluru,Male,38,7,0,4,1,259649,0
557,Delhi,Male,24,8,891072.3854,2,0,538583,0
417,Bengaluru,Male,42,1,0,4,0,427703,0
561,Mumbai,Female,34,2,1819382.281,4,1,151753,0
465,Bengaluru,Female,53,8,0,4,0,105302,0
605,Mumbai,Male,39,1,1985119.405,2,1,518673,0
532,Delhi,Female,38,4,0,4,1,436488,0
419,Mumbai,Female,79,8,1424556.854,2,1,50480,1
452,Delhi,Female,28,4,0,4,0,264117,0
531,Bengaluru,Male,47,0,0,4,1,98075,0
538,Mumbai,Female,39,2,1481765.515,2,1,227550,0
468,Bengaluru,Male,47,1,1858627.068,2,1,496718,0
543,Mumbai,Male,72,7,1822891.212,2,1,358499,1
491,Delhi,Male,45,4,2263829.897,4,1,149877,0
519,Bengaluru,Male,50,6,2323623.478,2,0,90186,0
577,Bengaluru,Female,50,8,1503734.882,2,0,211359,0
428,Bengaluru,Female,35,6,1620063,2,0,237781,0
509,Mumbai,Female,39,4,1022460.316,2,1,89937,0
552,Mumbai,Male,42,7,2024233.062,4,1,58831,0
533,Mumbai,Male,32,1,948633.9113,4,1,504842,0
483,Bengaluru,Female,48,5,0,4,1,271618,0
609,Delhi,Female,41,4,1894051.03,2,1,225100,0
613,Delhi,Female,64,4,899086.7309,4,0,187023,1
598,Delhi,Female,38,4,0,4,0,194790,0
533,Bengaluru,Male,54,6,584766.2382,2,0,129729,0
406,Bengaluru,Female,39,8,0,4,1,29379,0
579,Bengaluru,Female,64,6,0,5,1,105237,1
374,Mumbai,Male,39,7,1248510.898,4,1,518760,0
568,Bengaluru,Female,48,3,1060265.275,2,1,39336,0
507,Bengaluru,Female,54,0,0,2,1,538471,1
561,Delhi,Male,70,4,0,4,1,160123,0
375,Bengaluru,Male,30,7,0,2,1,283162,0
386,Mumbai,Male,42,4,1913466.477,4,1,303995,0
479,Mumbai,Male,48,6,1090994.885,2,1,277214,0
402,Mumbai,Female,42,4,1317876.145,4,1,471425,0
687,Delhi,Male,44,2,1409731.378,2,1,492163,0
422,Bengaluru,Male,54,8,1292648.253,4,1,201155,0
399,Bengaluru,Male,39,6,1328165.811,2,1,10788,0
574,Bengaluru,Female,26,0,1167017.381,2,0,164082,0
648,Bengaluru,Male,62,1,1114718.696,2,1,518966,0
587,Delhi,Male,39,1,1530584.178,2,1,343140,0
583,Delhi,Female,38,8,0,2,1,182736,0
568,Delhi,Male,45,8,2256644.466,2,0,247168,0
576,Delhi,Male,85,4,0,5,0,308287,1
614,Mumbai,Female,44,4,1382061.887,2,1,54148,0
558,Bengaluru,Female,38,5,1974522.283,4,1,243400,0
535,Bengaluru,Male,45,4,0,2,1,404209,0
568,Mumbai,Female,45,8,1749577.02,4,0,146005,0
653,Bengaluru,Female,44,1,1911175.037,2,1,472616,0
515,Bengaluru,Male,27,7,1598986.855,2,1,164710,0
510,Mumbai,Male,42,6,1995328.605,2,1,364486,0
427,Delhi,Female,41,3,871340.1964,2,1,184222,0
417,Mumbai,Male,47,7,2104718.307,4,0,63294,0
536,Mumbai,Male,32,7,2115808.388,2,1,110803,0
551,Delhi,Male,38,4,0,4,1,16920,0
352,Bengaluru,Female,50,8,2088086.928,2,1,302109,1
505,Bengaluru,Male,36,8,1655352.361,2,1,528015,0
387,Bengaluru,Male,56,8,0,4,0,336872,1
537,Mumbai,Male,31,5,2597758.33,2,1,339331,0
635,Mumbai,Female,98,8,1911055.479,4,1,335649,0
526,Bengaluru,Female,27,4,1864098.002,2,1,451241,0
484,Delhi,Male,23,8,1223038.926,4,0,101492,0
470,Delhi,Female,23,7,0,4,1,307205,0
441,Bengaluru,Female,31,8,0,2,1,22857,0
336,Bengaluru,Female,38,8,0,4,0,17903,0
692,Mumbai,Male,44,2,1248483.095,4,0,65688,0
457,Delhi,Female,42,4,1228444.355,2,0,243403,0
692,Bengaluru,Male,50,3,0,4,1,484632,0
485,Bengaluru,Female,42,2,0,2,0,332003,0
397,Bengaluru,Female,38,3,0,4,1,345163,0
518,Bengaluru,Male,48,8,0,4,1,398585,0
682,Delhi,Male,91,4,1256809.108,2,1,214557,0
554,Bengaluru,Female,38,6,0,4,0,358061,0
549,Mumbai,Female,41,6,1042117.105,2,1,409331,0
563,Delhi,Male,31,4,0,4,0,380510,0
552,Bengaluru,Female,79,7,2694101.646,2,0,526478,1
692,Delhi,Female,22,2,0,4,1,26535,0
544,Bengaluru,Female,100,2,0,4,1,193936,0
569,Bengaluru,Female,67,4,0,4,0,304966,0
440,Mumbai,Male,39,6,1667694.21,4,1,543190,0
692,Delhi,Male,69,4,1543530.947,2,1,183469,0
534,Mumbai,Female,92,6,2104852.675,2,1,511185,0
574,Delhi,Male,56,4,1041434.704,2,0,381282,0
533,Bengaluru,Male,77,6,0,2,1,243732,1
539,Bengaluru,Male,45,4,1859141.558,4,1,168874,0
516,Bengaluru,Male,48,7,733078.3708,2,1,17487,0
625,Mumbai,Male,51,2,1682813.561,4,0,52469,0
579,Bengaluru,Female,36,3,2109745.282,2,1,216930,1
633,Delhi,Female,36,4,1469650.144,4,1,89751,0
514,Bengaluru,Female,47,4,2000419.151,2,1,547077,0
483,Bengaluru,Male,61,4,0,4,1,64747,0
552,Bengaluru,Female,27,4,1382565.348,2,1,166970,1
518,Mumbai,Female,41,5,1153023.901,2,0,498813,0
451,Bengaluru,Male,44,4,1826167.496,4,1,472978,0
416,Mumbai,Male,48,7,2111101.743,2,1,107094,0
479,Mumbai,Male,59,1,1923776.018,4,1,86527,1
535,Bengaluru,Male,42,2,0,4,1,21008,0
609,Bengaluru,Female,32,1,0,4,0,346731,0
487,Mumbai,Female,80,1,1606619.912,2,0,247653,1
531,Bengaluru,Male,42,4,1084719.397,2,0,541666,1
544,Bengaluru,Male,34,5,1412928.518,2,1,110876,0
544,Delhi,Female,35,1,1771035.784,2,0,304784,0
483,Mumbai,Female,48,2,1570009.161,4,1,115211,0
441,Bengaluru,Male,31,6,0,4,0,538794,0
438,Bengaluru,Female,42,1,1776278.412,2,1,445256,0
383,Bengaluru,Male,26,7,1661014.599,4,1,502101,0
433,Delhi,Male,42,4,0,4,0,18527,0
351,Mumbai,Female,54,4,955319.9533,4,0,101099,0
423,Delhi,Male,32,4,1957766.547,4,0,397718,0
531,Mumbai,Female,34,2,2126197.375,4,0,68998,0
556,Mumbai,Male,74,4,2264884.16,2,0,25267,1
589,Mumbai,Female,34,8,1835006.82,2,1,35400,0
448,Bengaluru,Male,77,2,2347140.473,2,1,436960,1
428,Bengaluru,Female,41,1,0,2,1,440283,0
557,Delhi,Female,34,6,1568404.796,4,1,495280,0
666,Bengaluru,Male,45,8,1748069.82,2,1,74103,1
440,Mumbai,Female,85,1,1079540.259,2,0,261439,0
470,Mumbai,Male,34,4,636788.0342,2,1,397963,0
487,Mumbai,Female,67,8,2361856.316,2,1,375048,0
448,Bengaluru,Female,38,7,1566909.518,2,0,319179,0
562,Delhi,Female,32,8,0,4,0,30037,0
692,Bengaluru,Male,44,1,1314126.07,4,1,80368,0
455,Delhi,Female,24,3,1441264.941,2,1,235328,1
491,Bengaluru,Female,34,7,0,4,1,465540,0
452,Delhi,Female,35,4,0,4,1,149064,0
608,Mumbai,Female,44,2,1690679.815,2,1,244639,0
548,Bengaluru,Male,47,4,1823412.54,2,1,223993,0
508,Bengaluru,Male,82,6,1613750.786,4,1,414843,0
597,Delhi,Male,45,3,1091275.738,4,1,344319,0
454,Mumbai,Female,45,8,1949604.152,2,1,62683,1
570,Bengaluru,Female,42,1,0,4,1,447848,0
512,Bengaluru,Female,77,8,1423620.014,2,1,320147,1
557,Delhi,Male,26,8,1670056.992,2,1,333062,0
522,Bengaluru,Female,44,3,0,4,0,469784,0
